Churn,gender,SeniorCitizen,Partner,Dependents,tenure,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges
False,Male,False,No,No,4,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.75
True,Female,True,No,No,13,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,82.0
True,Female,False,No,Yes,4,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),84.05
True,Male,False,No,No,8,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.0
False,Male,True,Yes,No,70,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.05
False,Male,False,Yes,Yes,68,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.2
True,Male,False,Yes,No,5,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.75
True,Male,False,No,No,12,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.95
False,Male,False,Yes,Yes,57,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),97.55
False,Female,False,Yes,Yes,51,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95
False,Female,False,No,No,4,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.2
False,Male,True,Yes,No,70,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),105.35
True,Female,False,Yes,No,30,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.65
True,Male,False,No,No,7,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.45
False,Male,True,No,No,19,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.3
True,Male,False,No,No,1,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,60.1
True,Male,False,No,No,12,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,112.95
True,Male,False,No,No,17,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.5
True,Male,True,Yes,Yes,66,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.5
True,Male,False,No,No,3,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.35
False,Male,True,Yes,No,51,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),93.65
True,Male,False,No,No,51,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),80.0
False,Female,False,Yes,No,71,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85
True,Male,False,No,No,35,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.35
False,Female,False,No,No,11,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,51.1
True,Female,False,No,No,2,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,76.4
True,Female,True,No,No,26,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.0
False,Male,False,Yes,Yes,60,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.95
False,Male,False,Yes,Yes,62,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),81.45
False,Female,False,No,No,12,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.0
True,Female,False,No,No,4,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.35
False,Male,True,No,No,45,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.9
True,Female,False,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.15
False,Female,False,No,No,8,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.7
True,Female,False,No,No,2,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.9
False,Female,False,Yes,No,68,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95
False,Female,False,Yes,No,36,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),106.05
False,Female,False,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55
True,Female,False,Yes,No,42,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,33.55
True,Male,True,No,No,5,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.8
True,Female,False,No,No,10,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.7
True,Female,False,Yes,Yes,68,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,83.0
True,Male,True,Yes,No,20,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55
False,Female,False,No,No,29,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4
False,Male,False,No,No,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0
False,Female,False,No,No,14,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.1
False,Female,False,No,No,5,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.05
False,Female,False,No,Yes,19,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5
False,Male,True,Yes,No,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.45
False,Male,True,No,No,4,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.95
False,Female,False,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25
False,Male,False,No,Yes,6,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2
False,Female,True,Yes,Yes,32,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.4
False,Female,False,Yes,No,68,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,91.7
True,Female,False,Yes,Yes,33,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8
False,Female,False,No,No,63,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.85
False,Male,False,Yes,No,53,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.9
True,Male,True,No,No,18,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45
False,Female,True,No,No,6,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.1
False,Female,True,Yes,Yes,59,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.75
True,Male,False,No,No,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.65
False,Male,False,No,No,48,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),70.95
False,Male,False,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2
False,Female,False,No,No,37,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05
False,Male,False,No,No,27,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.0
True,Female,False,Yes,Yes,14,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.65
False,Male,False,No,No,72,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.1
True,Female,False,No,No,3,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.4
False,Female,False,Yes,Yes,70,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15
False,Male,False,Yes,No,12,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8
False,Male,False,No,No,23,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.45
False,Female,False,Yes,Yes,23,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.5
False,Female,False,No,No,40,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.4
False,Male,False,No,No,11,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),45.2
False,Male,False,No,No,42,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8
True,Male,False,Yes,Yes,34,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.3
False,Female,False,No,Yes,12,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.6
False,Female,False,Yes,No,71,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,95.65
False,Male,False,Yes,Yes,39,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),25.25
False,Female,False,Yes,Yes,58,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.8
False,Female,False,Yes,Yes,61,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.1
False,Male,True,Yes,No,19,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4
False,Male,False,No,No,61,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.75
True,Male,False,No,No,12,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,59.8
False,Female,False,Yes,Yes,16,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7
False,Male,False,No,No,60,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,61.4
False,Male,False,Yes,No,52,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.35
False,Female,False,No,No,17,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.0
True,Female,True,No,No,9,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85
False,Female,False,No,No,63,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.2
False,Female,True,No,No,46,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),91.3
False,Female,False,No,No,42,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,54.75
False,Female,False,Yes,Yes,47,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75
False,Male,False,Yes,No,51,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),90.35
False,Male,False,Yes,Yes,45,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),54.65
False,Male,False,Yes,Yes,53,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.2
True,Male,False,No,No,42,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.75
True,Male,True,No,No,5,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5
False,Male,False,No,Yes,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3
True,Male,False,Yes,No,54,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.75
True,Male,False,No,Yes,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.45
False,Female,False,No,No,2,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.45
False,Male,True,Yes,No,64,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25
False,Female,False,No,Yes,10,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,40.25
False,Female,False,Yes,No,34,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.2
False,Female,True,No,No,32,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.5
True,Female,False,No,No,4,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.5
False,Female,False,No,No,54,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),94.75
True,Female,True,Yes,Yes,47,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.55
False,Female,False,Yes,Yes,11,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0
False,Male,False,Yes,Yes,8,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.35
True,Male,False,No,No,1,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),35.25
False,Male,False,Yes,Yes,56,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,115.85
False,Female,False,Yes,No,34,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7
False,Male,False,Yes,No,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.35
True,Male,False,No,Yes,9,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,55.35
False,Male,True,Yes,No,46,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85
False,Male,False,Yes,No,60,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,59.8
False,Male,True,Yes,No,22,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.75
False,Male,False,No,No,39,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9
False,Male,False,Yes,Yes,2,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3
False,Male,False,Yes,Yes,35,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.05
False,Male,False,No,Yes,25,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8
True,Male,False,No,No,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.55
False,Female,True,No,No,18,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.35
False,Male,False,No,No,3,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.5
False,Male,False,No,Yes,66,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95
False,Male,False,No,No,29,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9
False,Male,False,No,No,66,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1
False,Female,False,Yes,Yes,8,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.45
False,Female,True,No,No,45,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.05
True,Female,True,No,No,1,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.2
False,Female,False,No,No,18,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.1
True,Male,True,Yes,No,29,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.9
False,Male,False,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.85
False,Female,False,Yes,Yes,34,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.1
False,Male,False,No,No,2,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3
False,Female,True,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.65
False,Female,False,No,No,10,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55
False,Male,False,Yes,No,51,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.8
False,Male,False,Yes,Yes,28,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,85.45
False,Female,False,No,No,13,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.4
False,Female,False,No,Yes,2,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),61.2
True,Female,True,No,No,17,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.15
